"","Total Population","NAME","state","county","Census.Tract","n","avg_calls","id","alt_boro","alt_ct"
"245",6218,"Census Tract 193, Kings County, New York","36","47","019300",6,0.000964940495336121,"36047019300","3","3019300"
"246",3869,"Census Tract 194, Kings County, New York","36","47","019400",2,0.000516929439131559,"36047019400","3","3019400"
"247",4622,"Census Tract 196, Kings County, New York","36","47","019600",2,0.00043271311120727,"36047019600","3","3019600"
"248",3141,"Census Tract 199, Kings County, New York","36","47","019900",6,0.00191021967526266,"36047019900","3","3019900"
"249",2284,"Census Tract 200, Kings County, New York","36","47","020000",2,0.000875656742556918,"36047020000","3","3020000"
"250",1666,"Census Tract 204, Kings County, New York","36","47","020400",4,0.00240096038415366,"36047020400","3","3020400"
"251",2686,"Census Tract 205, Kings County, New York","36","47","020500",3,0.00111690245718541,"36047020500","3","3020500"
"252",2199,"Census Tract 206, Kings County, New York","36","47","020600",1,0.00045475216007276,"36047020600","3","3020600"
"253",3897,"Census Tract 210, Kings County, New York","36","47","021000",3,0.000769822940723634,"36047021000","3","3021000"
"254",1322,"Census Tract 211, Kings County, New York","36","47","021100",2,0.00151285930408472,"36047021100","3","3021100"
"255",5246,"Census Tract 215, Kings County, New York","36","47","021500",2,0.000381242851696531,"36047021500","3","3021500"
