"","census","complaint.category","n","top"
"3723","36061016200","household",1,"no"
"3724","36061016200","noise",3,"no"
"3725","36061016200","other",2,"no"
"3726","36061016200","parking",1,"no"
"3727","36061016300","collection",1,"no"
"3728","36061016300","household",3,"no"
"3729","36061016300","other",12,"no"
"3730","36061016400","noise",2,"no"
"3731","36061016400","other",3,"no"
"3732","36061016500","collection",1,"no"
"3733","36061016500","household",4,"no"
"3734","36061016500","noise",1,"no"
"3735","36061016500","other",6,"no"
"3736","36061016600","collection",1,"no"
"3737","36061016600","household",3,"no"
"3738","36061016600","noise",6,"no"
"3739","36061016600","other",12,"no"
"3740","36061016600","parking",1,"no"
"3741","36061016700","collection",2,"no"
"3742","36061016700","noise",6,"no"
"3743","36061016700","other",7,"no"
"3744","36061016700","parking",1,"no"
"3745","36061016800","noise",11,"no"
"3746","36061016800","other",2,"no"
"3747","36061016900","collection",3,"no"
"3748","36061016900","household",1,"no"
"3749","36061016900","noise",5,"no"
"3750","36061016900","other",6,"no"
"3751","36061017000","noise",17,"no"
"3752","36061017000","other",14,"no"
"3753","36061017100","collection",1,"no"
"3754","36061017100","household",6,"no"
"3755","36061017100","noise",2,"no"
"3756","36061017100","other",5,"no"
"3757","36061017100","parking",1,"no"
"3758","36061017200","collection",1,"no"
"3759","36061017200","household",3,"no"
"3760","36061017200","noise",8,"no"
"3761","36061017200","other",4,"no"
"3762","36061017200","parking",2,"no"
"3763","36061017300","collection",3,"no"
"3764","36061017300","household",1,"no"
"3765","36061017300","noise",5,"no"
"3766","36061017300","other",8,"no"
"3767","36061017300","parking",2,"no"
"3768","36061017401","household",6,"no"
"3769","36061017401","noise",1,"no"
"3770","36061017401","other",2,"no"
"3771","36061017402","household",5,"no"
"3772","36061017402","noise",5,"no"
"3773","36061017402","other",2,"no"
"3774","36061017402","parking",1,"no"
"3775","36061017500","noise",1,"no"
"3776","36061017500","other",4,"no"
"3777","36061017500","parking",3,"no"
"3778","36061017700","noise",21,"no"
"3779","36061017700","other",3,"no"
"3780","36061017800","household",8,"no"
"3781","36061017800","noise",2,"no"
"3782","36061017800","other",3,"no"
"3783","36061017800","parking",1,"no"
"3784","36061017900","household",4,"no"
"3785","36061017900","noise",11,"no"
"3786","36061017900","other",12,"no"
"3787","36061018000","collection",1,"no"
"3788","36061018000","household",5,"no"
"3789","36061018000","noise",2,"no"
"3790","36061018000","other",12,"no"
"3791","36061018100","household",5,"no"
"3792","36061018100","noise",4,"no"
"3793","36061018100","other",7,"no"
"3794","36061018200","household",7,"no"
"3795","36061018200","noise",3,"no"
"3796","36061018200","other",6,"no"
"3797","36061018300","collection",1,"no"
"3798","36061018300","household",1,"no"
"3799","36061018300","noise",7,"no"
"3800","36061018300","other",14,"no"
"3801","36061018400","collection",1,"no"
"3802","36061018400","noise",6,"no"
"3803","36061018400","other",7,"no"
"3804","36061018400","parking",1,"no"
"3805","36061018500","collection",1,"no"
"3806","36061018500","other",2,"no"
"3807","36061018600","household",1,"no"
"3808","36061018600","noise",7,"no"
"3809","36061018600","other",7,"no"
"3810","36061018700","collection",2,"no"
"3811","36061018700","household",3,"no"
"3812","36061018700","noise",1,"no"
"3813","36061018700","other",11,"no"
"3814","36061018700","parking",2,"no"
"3815","36061018800","collection",1,"no"
"3816","36061018800","household",8,"no"
"3817","36061018800","noise",12,"no"
"3818","36061018800","other",8,"no"
"3819","36061018800","parking",3,"no"
"3820","36061018900","collection",1,"no"
"3821","36061018900","household",1,"no"
"3822","36061018900","noise",6,"no"
"3823","36061018900","other",31,"no"
"3824","36061019000","household",3,"no"
"3825","36061019000","noise",3,"no"
"3826","36061019000","other",9,"no"
"3827","36061019000","parking",2,"no"
"3828","36061019100","collection",1,"no"
"3829","36061019100","noise",7,"no"
"3830","36061019100","other",13,"no"
"3831","36061019100","parking",2,"no"
"3832","36061019200","noise",5,"no"
"3833","36061019200","other",3,"no"
"3834","36061019200","parking",1,"no"
"3835","36061019300","household",4,"no"
"3836","36061019300","noise",9,"no"
"3837","36061019300","other",28,"no"
"3838","36061019300","parking",6,"no"
"3839","36061019400","household",4,"no"
"3840","36061019400","noise",4,"no"
"3841","36061019400","other",6,"no"
"3842","36061019500","collection",1,"no"
"3843","36061019500","household",3,"no"
"3844","36061019500","noise",4,"no"
"3845","36061019500","other",12,"no"
"3846","36061019600","noise",2,"no"
"3847","36061019600","other",4,"no"
"3848","36061019600","parking",2,"no"
"3849","36061019701","other",6,"no"
"3850","36061019702","household",1,"no"
"3851","36061019702","other",6,"no"
"3852","36061019702","parking",3,"no"
"3853","36061019800","other",4,"no"
"3854","36061019900","collection",1,"no"
"3855","36061019900","noise",2,"no"
"3856","36061019900","other",19,"no"
"3857","36061020000","collection",1,"no"
"3858","36061020000","household",1,"no"
"3859","36061020000","noise",3,"no"
"3860","36061020000","other",12,"no"
"3861","36061020000","parking",2,"no"
"3862","36061020102","household",4,"no"
"3863","36061020102","noise",5,"no"
"3864","36061020102","other",13,"no"
"3865","36061020300","other",5,"no"
"3866","36061020500","other",10,"no"
"3867","36061020600","household",2,"no"
"3868","36061020600","noise",4,"no"
"3869","36061020600","other",7,"no"
"3870","36061020600","parking",2,"no"
"3871","36061020701","noise",2,"no"
"3872","36061020701","other",4,"no"
"3873","36061020800","noise",9,"no"
"3874","36061020800","other",9,"no"
"3875","36061020800","parking",2,"no"
"3876","36061020901","noise",1,"no"
"3877","36061020901","other",10,"no"
"3878","36061021000","household",1,"no"
"3879","36061021000","noise",5,"no"
"3880","36061021000","other",1,"no"
"3881","36061021100","household",8,"no"
"3882","36061021100","noise",1,"no"
"3883","36061021100","other",11,"no"
"3884","36061021303","noise",12,"no"
"3885","36061021303","other",11,"no"
"3886","36061021303","parking",1,"no"
"3887","36061021400","household",2,"no"
"3888","36061021400","noise",1,"no"
"3889","36061021400","other",2,"no"
"3890","36061021500","household",9,"no"
"3891","36061021500","noise",3,"no"
"3892","36061021500","other",4,"no"
"3893","36061021500","parking",1,"no"
"3894","36061021600","household",4,"no"
"3895","36061021600","noise",11,"no"
"3896","36061021600","other",16,"no"
"3897","36061021703","other",1,"no"
"3898","36061021800","collection",1,"no"
"3899","36061021800","household",5,"no"
"3900","36061021800","noise",4,"no"
"3901","36061021800","other",16,"no"
"3902","36061021900","noise",11,"no"
"3903","36061021900","other",11,"no"
"3904","36061021900","parking",1,"no"
"3905","36061022000","household",2,"no"
"3906","36061022000","noise",16,"no"
"3907","36061022000","other",9,"no"
"3908","36061022102","household",2,"no"
"3909","36061022102","noise",2,"no"
"3910","36061022102","other",5,"no"
"3911","36061022102","parking",2,"no"
"3912","36061022200","collection",2,"no"
"3913","36061022200","noise",1,"no"
"3914","36061022200","other",6,"no"
"3915","36061022200","parking",1,"no"
"3916","36061022301","household",7,"no"
"3917","36061022301","noise",8,"no"
"3918","36061022301","other",23,"no"
"3919","36061022302","noise",1,"no"
"3920","36061022400","collection",1,"no"
"3921","36061022400","noise",6,"no"
"3922","36061022400","other",5,"no"
"3923","36061022400","parking",2,"no"
"3924","36061022500","household",15,"no"
"3925","36061022500","noise",9,"no"
"3926","36061022500","other",25,"no"
"3927","36061022500","parking",1,"no"
"3928","36061022600","household",7,"no"
"3929","36061022600","noise",4,"no"
"3930","36061022600","other",14,"no"
"3931","36061022600","parking",2,"no"
"3932","36061022700","household",24,"no"
"3933","36061022700","noise",2,"no"
"3934","36061022700","other",15,"no"
"3935","36061022700","parking",1,"no"
"3936","36061022800","collection",2,"no"
"3937","36061022800","household",12,"no"
"3938","36061022800","noise",7,"no"
"3939","36061022800","other",13,"no"
"3940","36061022800","parking",1,"no"
"3941","36061022900","household",4,"no"
"3942","36061022900","noise",17,"no"
"3943","36061022900","other",8,"no"
"3944","36061022900","parking",1,"no"
"3945","36061023000","household",12,"no"
"3946","36061023000","noise",6,"no"
"3947","36061023000","other",11,"no"
"3948","36061023000","parking",3,"no"
"3949","36061023100","household",8,"no"
"3950","36061023100","noise",1,"no"
"3951","36061023100","other",20,"no"
"3952","36061023100","parking",4,"no"
"3953","36061023200","household",3,"no"
"3954","36061023200","noise",11,"no"
"3955","36061023200","other",13,"no"
"3956","36061023300","household",13,"no"
"3957","36061023300","noise",3,"no"
"3958","36061023300","other",15,"no"
"3959","36061023300","parking",5,"no"
"3960","36061023400","collection",1,"no"
"3961","36061023400","household",4,"no"
"3962","36061023400","noise",3,"no"
"3963","36061023400","other",12,"no"
"3964","36061023501","household",3,"no"
"3965","36061023501","noise",5,"no"
"3966","36061023501","other",2,"no"
"3967","36061023502","household",2,"no"
"3968","36061023502","other",7,"no"
"3969","36061023600","household",11,"no"
"3970","36061023600","noise",3,"no"
"3971","36061023600","other",6,"no"
"3972","36061023700","household",6,"no"
"3973","36061023700","noise",13,"no"
"3974","36061023700","other",21,"no"
"3975","36061023801","noise",1,"no"
"3976","36061023900","household",1,"no"
"3977","36061023900","noise",2,"no"
"3978","36061023900","other",4,"no"
"3979","36061024100","collection",2,"no"
"3980","36061024100","household",6,"no"
"3981","36061024100","noise",15,"no"
"3982","36061024100","other",14,"no"
"3983","36061024200","household",4,"no"
"3984","36061024200","noise",2,"no"
"3985","36061024200","other",3,"no"
"3986","36061024301","collection",2,"no"
"3987","36061024301","household",1,"no"
"3988","36061024301","other",3,"no"
"3989","36061024302","noise",1,"no"
"3990","36061024302","other",1,"no"
"3991","36061024500","household",14,"no"
"3992","36061024500","noise",9,"no"
"3993","36061024500","other",29,"no"
"3994","36061024500","parking",1,"no"
"3995","36061024700","household",5,"no"
"3996","36061024700","other",9,"no"
"3997","36061024900","collection",1,"no"
"3998","36061024900","other",2,"no"
"3999","36061025100","collection",2,"no"
"4000","36061025100","household",3,"no"
"4001","36061025100","other",7,"no"
"4002","36061025300","household",3,"no"
"4003","36061025300","noise",9,"no"
"4004","36061025300","other",39,"yes"
"4005","36061025300","parking",2,"no"
"4006","36061025500","household",3,"no"
"4007","36061025500","noise",7,"no"
"4008","36061025500","other",1,"no"
"4009","36061025500","parking",1,"no"
"4010","36061025700","collection",1,"no"
"4011","36061025700","noise",1,"no"
"4012","36061025700","other",6,"no"
"4013","36061025900","noise",2,"no"
"4014","36061025900","other",9,"no"
"4015","36061025900","parking",7,"no"
"4016","36061026100","household",5,"no"
"4017","36061026100","noise",14,"no"
"4018","36061026100","other",49,"yes"
"4019","36061026100","parking",4,"no"
"4020","36061026300","household",9,"no"
"4021","36061026300","noise",5,"no"
"4022","36061026300","other",13,"no"
"4023","36061026300","parking",2,"no"
"4024","36061026500","household",1,"no"
"4025","36061026500","noise",22,"no"
"4026","36061026500","other",9,"no"
"4027","36061026700","noise",4,"no"
"4028","36061026700","other",1,"no"
"4029","36061026900","collection",1,"no"
"4030","36061026900","household",8,"no"
"4031","36061026900","noise",8,"no"
"4032","36061026900","other",22,"no"
"4033","36061026900","parking",3,"no"
"4034","36061027100","household",5,"no"
"4035","36061027100","noise",5,"no"
"4036","36061027100","other",6,"no"
"4037","36061027100","parking",5,"no"
"4038","36061027300","collection",3,"no"
"4039","36061027300","household",5,"no"
"4040","36061027300","noise",5,"no"
"4041","36061027300","other",8,"no"
"4042","36061027300","parking",10,"no"
"4043","36061027500","household",5,"no"
"4044","36061027500","noise",1,"no"
"4045","36061027500","other",3,"no"
"4046","36061027700","household",2,"no"
"4047","36061027700","noise",2,"no"
"4048","36061027700","other",8,"no"
"4049","36061027900","household",16,"no"
"4050","36061027900","noise",17,"no"
"4051","36061027900","other",9,"no"
"4052","36061027900","parking",1,"no"
"4053","36061028100","noise",1,"no"
"4054","36061028100","other",1,"no"
"4055","36061028100","parking",1,"no"
"4056","36061028300","noise",4,"no"
"4057","36061028300","other",17,"no"
"4058","36061028500","household",19,"no"
"4059","36061028500","noise",13,"no"
"4060","36061028500","other",33,"no"
"4061","36061028500","parking",11,"no"
"4062","36061028700","household",2,"no"
"4063","36061028700","noise",5,"no"
"4064","36061028700","other",12,"no"
"4065","36061029100","household",24,"no"
"4066","36061029100","noise",16,"no"
"4067","36061029100","other",23,"no"
"4068","36061029100","parking",1,"no"
"4069","36061029300","household",7,"no"
"4070","36061029300","noise",19,"no"
"4071","36061029300","other",21,"no"
"4072","36061029300","parking",2,"no"
"4073","36061029500","collection",1,"no"
"4074","36061029500","household",5,"no"
"4075","36061029500","noise",4,"no"
"4076","36061029500","other",30,"no"
"4077","36061029500","parking",9,"no"
"4078","36061029900","household",5,"no"
"4079","36061029900","noise",8,"no"
"4080","36061029900","other",7,"no"
"4081","36061030300","household",3,"no"
"4082","36061030300","noise",1,"no"
"4083","36061030300","other",7,"no"
"4084","36061030300","parking",2,"no"
"4085","36061030700","collection",1,"no"
"4086","36061030700","household",1,"no"
"4087","36061030700","noise",5,"no"
"4088","36061030700","other",10,"no"
"4089","36061030700","parking",1,"no"
"4090","36061030900","collection",1,"no"
