"","census","complaint.category","n","top"
"4985","36081047100","other",4,"no"
"4986","36081047100","parking",1,"no"
"4987","36081047200","other",4,"no"
"4988","36081047200","parking",1,"no"
"4989","36081047300","collection",2,"no"
"4990","36081047300","noise",4,"no"
"4991","36081047300","other",1,"no"
"4992","36081047300","parking",2,"no"
"4993","36081047500","collection",1,"no"
"4994","36081047500","noise",10,"no"
"4995","36081047500","other",4,"no"
"4996","36081047500","parking",4,"no"
"4997","36081047800","collection",1,"no"
"4998","36081047800","noise",2,"no"
"4999","36081047800","other",4,"no"
"5000","36081047900","collection",1,"no"
"5001","36081047900","other",3,"no"
"5002","36081047900","parking",2,"no"
"5003","36081048000","noise",3,"no"
"5004","36081048000","other",2,"no"
"5005","36081048000","parking",1,"no"
"5006","36081048100","household",1,"no"
"5007","36081048100","noise",15,"no"
"5008","36081048100","other",1,"no"
"5009","36081048100","parking",3,"no"
"5010","36081048200","other",1,"no"
"5011","36081048200","parking",3,"no"
"5012","36081048300","noise",3,"no"
"5013","36081048300","other",2,"no"
"5014","36081048300","parking",5,"no"
"5015","36081048400","noise",1,"no"
"5016","36081048400","other",4,"no"
"5017","36081048400","parking",1,"no"
"5018","36081048500","other",6,"no"
"5019","36081048500","parking",1,"no"
"5020","36081048900","noise",1,"no"
"5021","36081048900","other",1,"no"
"5022","36081049200","collection",1,"no"
"5023","36081049200","other",3,"no"
"5024","36081049301","collection",6,"no"
"5025","36081049301","other",3,"no"
"5026","36081049302","collection",8,"no"
"5027","36081049302","other",6,"no"
"5028","36081049302","parking",4,"no"
"5029","36081049500","collection",6,"no"
"5030","36081049500","other",1,"no"
"5031","36081049600","noise",1,"no"
"5032","36081049600","other",3,"no"
"5033","36081049600","parking",3,"no"
"5034","36081049700","collection",5,"no"
"5035","36081049700","other",1,"no"
"5036","36081049700","parking",2,"no"
"5037","36081049900","collection",2,"no"
"5038","36081049900","other",3,"no"
"5039","36081049900","parking",2,"no"
"5040","36081050000","collection",1,"no"
"5041","36081050000","household",2,"no"
"5042","36081050000","other",1,"no"
"5043","36081050000","parking",1,"no"
"5044","36081050201","collection",2,"no"
"5045","36081050201","noise",1,"no"
"5046","36081050201","parking",1,"no"
"5047","36081050202","noise",1,"no"
"5048","36081050400","noise",2,"no"
"5049","36081050400","parking",1,"no"
"5050","36081050500","other",1,"no"
"5051","36081050600","other",3,"no"
"5052","36081050700","collection",2,"no"
"5053","36081050700","noise",2,"no"
"5054","36081050700","other",3,"no"
"5055","36081050700","parking",6,"no"
"5056","36081050800","other",2,"no"
"5057","36081050800","parking",1,"no"
"5058","36081051000","other",1,"no"
"5059","36081051100","noise",1,"no"
"5060","36081051100","other",2,"no"
"5061","36081051100","parking",3,"no"
"5062","36081051200","collection",2,"no"
"5063","36081051200","other",4,"no"
"5064","36081051300","collection",8,"no"
"5065","36081051300","other",1,"no"
"5066","36081051500","collection",5,"no"
"5067","36081051500","other",6,"no"
"5068","36081051500","parking",5,"no"
"5069","36081051600","other",2,"no"
"5070","36081051700","collection",1,"no"
"5071","36081051700","other",4,"no"
"5072","36081051700","parking",1,"no"
"5073","36081051800","other",2,"no"
"5074","36081052000","other",1,"no"
"5075","36081052100","collection",1,"no"
"5076","36081052100","other",3,"no"
"5077","36081052100","parking",6,"no"
"5078","36081052200","collection",3,"no"
"5079","36081052200","other",3,"no"
"5080","36081052400","collection",1,"no"
"5081","36081052400","other",2,"no"
"5082","36081052500","collection",5,"no"
"5083","36081052500","noise",1,"no"
"5084","36081052500","other",4,"no"
"5085","36081052500","parking",3,"no"
"5086","36081052600","collection",1,"no"
"5087","36081052600","other",8,"no"
"5088","36081052600","parking",1,"no"
"5089","36081052800","collection",1,"no"
"5090","36081052800","noise",1,"no"
"5091","36081052800","other",2,"no"
"5092","36081053000","collection",1,"no"
"5093","36081053000","other",2,"no"
"5094","36081053100","collection",6,"no"
"5095","36081053100","noise",2,"no"
"5096","36081053100","other",3,"no"
"5097","36081053100","parking",5,"no"
"5098","36081053200","collection",1,"no"
"5099","36081053200","other",2,"no"
"5100","36081053401","collection",1,"no"
"5101","36081053401","other",1,"no"
"5102","36081053500","collection",3,"no"
"5103","36081053500","other",3,"no"
"5104","36081053800","noise",1,"no"
"5105","36081053800","other",4,"no"
"5106","36081053900","collection",3,"no"
"5107","36081053900","noise",4,"no"
"5108","36081053900","other",2,"no"
"5109","36081053900","parking",4,"no"
"5110","36081054000","noise",1,"no"
"5111","36081054000","other",4,"no"
"5112","36081054000","parking",4,"no"
"5113","36081054200","collection",2,"no"
"5114","36081054200","noise",6,"no"
"5115","36081054200","other",5,"no"
"5116","36081054500","collection",1,"no"
"5117","36081054500","household",1,"no"
"5118","36081054500","noise",8,"no"
"5119","36081054500","other",1,"no"
"5120","36081054500","parking",2,"no"
"5121","36081054700","collection",2,"no"
"5122","36081054700","household",1,"no"
"5123","36081054700","noise",1,"no"
"5124","36081054700","other",11,"no"
"5125","36081054800","other",2,"no"
"5126","36081054900","collection",7,"no"
"5127","36081054900","noise",2,"no"
"5128","36081054900","other",3,"no"
"5129","36081054900","parking",1,"no"
"5130","36081055100","collection",1,"no"
"5131","36081055100","household",6,"no"
"5132","36081055100","noise",7,"no"
"5133","36081055100","other",3,"no"
"5134","36081055200","household",2,"no"
"5135","36081055200","other",4,"no"
"5136","36081055300","noise",1,"no"
"5137","36081055300","other",3,"no"
"5138","36081055400","collection",1,"no"
"5139","36081055400","parking",1,"no"
"5140","36081055500","collection",2,"no"
"5141","36081055500","noise",1,"no"
"5142","36081055500","other",1,"no"
"5143","36081055500","parking",1,"no"
"5144","36081055600","collection",2,"no"
"5145","36081055600","noise",4,"no"
"5146","36081055600","other",1,"no"
"5147","36081055700","collection",3,"no"
"5148","36081055700","household",2,"no"
"5149","36081055700","noise",1,"no"
"5150","36081055700","other",6,"no"
"5151","36081055700","parking",1,"no"
"5152","36081055800","collection",1,"no"
"5153","36081055800","other",1,"no"
"5154","36081055900","collection",1,"no"
"5155","36081055900","other",1,"no"
"5156","36081055900","parking",2,"no"
"5157","36081056000","other",2,"no"
"5158","36081056400","collection",1,"no"
"5159","36081056500","collection",2,"no"
"5160","36081056500","household",1,"no"
"5161","36081056500","noise",1,"no"
"5162","36081056500","other",3,"no"
"5163","36081056500","parking",1,"no"
"5164","36081056600","other",4,"no"
"5165","36081056700","collection",8,"no"
"5166","36081056700","noise",2,"no"
"5167","36081056700","other",13,"no"
"5168","36081056700","parking",6,"no"
"5169","36081056800","collection",2,"no"
"5170","36081056800","household",4,"no"
"5171","36081056800","noise",1,"no"
"5172","36081056800","other",14,"no"
"5173","36081057700","collection",5,"no"
"5174","36081057700","noise",3,"no"
"5175","36081057700","other",8,"no"
"5176","36081057700","parking",10,"no"
"5177","36081057900","noise",6,"no"
"5178","36081057900","other",2,"no"
"5179","36081057900","parking",2,"no"
"5180","36081058000","noise",1,"no"
"5181","36081058000","other",6,"no"
"5182","36081058100","collection",2,"no"
"5183","36081058100","other",4,"no"
"5184","36081058100","parking",1,"no"
"5185","36081058200","collection",1,"no"
"5186","36081058200","other",2,"no"
"5187","36081058200","parking",1,"no"
"5188","36081058300","collection",1,"no"
"5189","36081058300","noise",5,"no"
"5190","36081058300","other",6,"no"
"5191","36081058300","parking",1,"no"
"5192","36081058500","noise",3,"no"
"5193","36081058500","other",4,"no"
"5194","36081058500","parking",2,"no"
"5195","36081058700","collection",2,"no"
"5196","36081058700","other",3,"no"
"5197","36081058700","parking",1,"no"
"5198","36081058900","collection",6,"no"
"5199","36081058900","household",1,"no"
"5200","36081058900","noise",3,"no"
"5201","36081058900","other",1,"no"
"5202","36081058900","parking",1,"no"
"5203","36081059000","other",1,"no"
"5204","36081059100","collection",3,"no"
"5205","36081059100","noise",1,"no"
"5206","36081059100","other",1,"no"
"5207","36081059200","household",1,"no"
"5208","36081059200","other",2,"no"
"5209","36081059300","collection",4,"no"
"5210","36081059300","other",7,"no"
"5211","36081059300","parking",4,"no"
"5212","36081059400","other",2,"no"
"5213","36081059500","collection",2,"no"
"5214","36081059500","other",4,"no"
"5215","36081059500","parking",1,"no"
"5216","36081059600","collection",5,"no"
"5217","36081059600","other",2,"no"
"5218","36081059800","noise",3,"no"
"5219","36081059800","other",4,"no"
"5220","36081059900","collection",2,"no"
"5221","36081059900","other",4,"no"
"5222","36081059900","parking",3,"no"
"5223","36081060000","collection",2,"no"
"5224","36081060000","noise",1,"no"
"5225","36081060000","other",3,"no"
"5226","36081060000","parking",1,"no"
"5227","36081060100","noise",1,"no"
"5228","36081060100","other",7,"no"
"5229","36081060300","collection",5,"no"
"5230","36081060300","other",2,"no"
"5231","36081060600","collection",1,"no"
"5232","36081060600","other",2,"no"
"5233","36081060800","noise",1,"no"
"5234","36081060800","other",2,"no"
"5235","36081061000","other",1,"no"
"5236","36081061200","other",2,"no"
"5237","36081061301","collection",10,"no"
"5238","36081061301","noise",1,"no"
"5239","36081061301","other",10,"no"
"5240","36081061301","parking",12,"no"
"5241","36081061400","other",1,"no"
"5242","36081061601","collection",1,"no"
"5243","36081061601","other",3,"no"
"5244","36081061602","collection",1,"no"
"5245","36081061602","parking",1,"no"
"5246","36081061800","other",2,"no"
"5247","36081061900","collection",5,"no"
"5248","36081061900","other",5,"no"
"5249","36081061900","parking",5,"no"
"5250","36081062000","collection",1,"no"
"5251","36081062100","collection",6,"no"
"5252","36081062100","noise",1,"no"
"5253","36081062100","other",3,"no"
"5254","36081062100","parking",2,"no"
"5255","36081062200","other",1,"no"
"5256","36081062200","parking",1,"no"
"5257","36081062300","collection",4,"no"
"5258","36081062300","noise",1,"no"
"5259","36081062300","other",5,"no"
"5260","36081062300","parking",5,"no"
"5261","36081062500","collection",1,"no"
"5262","36081062500","other",2,"no"
"5263","36081062500","parking",4,"no"
"5264","36081062600","collection",1,"no"
"5265","36081062600","other",4,"no"
"5266","36081062700","collection",3,"no"
"5267","36081062700","household",1,"no"
"5268","36081062700","other",1,"no"
"5269","36081062900","collection",4,"no"
"5270","36081062900","household",2,"no"
"5271","36081062900","noise",1,"no"
"5272","36081062900","other",3,"no"
"5273","36081063000","household",1,"no"
"5274","36081063000","other",1,"no"
"5275","36081063200","other",2,"no"
"5276","36081063200","parking",1,"no"
"5277","36081063301","collection",1,"no"
"5278","36081063301","other",5,"no"
"5279","36081063302","collection",4,"no"
"5280","36081063302","other",3,"no"
"5281","36081063302","parking",1,"no"
"5282","36081063500","collection",2,"no"
"5283","36081063500","other",2,"no"
"5284","36081063500","parking",5,"no"
"5285","36081063700","collection",3,"no"
"5286","36081063700","other",4,"no"
"5287","36081063700","parking",2,"no"
"5288","36081063800","collection",1,"no"
"5289","36081063800","noise",2,"no"
"5290","36081063800","other",2,"no"
"5291","36081063800","parking",1,"no"
"5292","36081063900","noise",1,"no"
"5293","36081063900","other",1,"no"
"5294","36081063900","parking",4,"no"
"5295","36081064101","noise",1,"no"
"5296","36081064101","other",4,"no"
"5297","36081064101","parking",1,"no"
"5298","36081064500","collection",1,"no"
"5299","36081064500","parking",1,"no"
"5300","36081064600","other",5,"no"
"5301","36081065400","collection",2,"no"
"5302","36081065400","noise",3,"no"
"5303","36081065400","other",1,"no"
"5304","36081065600","household",2,"no"
"5305","36081065600","other",5,"no"
"5306","36081065702","collection",5,"no"
"5307","36081065702","parking",1,"no"
"5308","36081065703","collection",5,"no"
"5309","36081065703","other",1,"no"
"5310","36081065703","parking",3,"no"
"5311","36081065900","collection",10,"no"
"5312","36081065900","other",2,"no"
"5313","36081066000","collection",1,"no"
"5314","36081066000","noise",1,"no"
"5315","36081066000","other",6,"no"
"5316","36081066100","collection",2,"no"
"5317","36081066100","noise",2,"no"
"5318","36081066100","parking",1,"no"
"5319","36081066300","collection",5,"no"
"5320","36081066300","other",4,"no"
"5321","36081066300","parking",4,"no"
"5322","36081066400","household",2,"no"
"5323","36081066400","other",3,"no"
"5324","36081066400","parking",2,"no"
"5325","36081066501","collection",4,"no"
"5326","36081066501","noise",2,"no"
"5327","36081066501","other",4,"no"
"5328","36081066501","parking",2,"no"
"5329","36081066701","collection",5,"no"
"5330","36081066701","household",1,"no"
"5331","36081066701","noise",5,"no"
"5332","36081066701","other",4,"no"
"5333","36081066701","parking",3,"no"
"5334","36081066900","collection",6,"no"
"5335","36081066900","parking",2,"no"
"5336","36081067100","collection",1,"no"
"5337","36081067100","noise",1,"no"
"5338","36081067100","other",4,"no"
"5339","36081067700","collection",2,"no"
"5340","36081067700","other",1,"no"
"5341","36081067700","parking",1,"no"
"5342","36081067900","noise",1,"no"
"5343","36081067900","other",2,"no"
"5344","36081068000","collection",2,"no"
"5345","36081068000","other",4,"no"
"5346","36081068000","parking",1,"no"
"5347","36081068200","other",5,"no"
"5348","36081068200","parking",2,"no"
"5349","36081068300","noise",1,"no"
"5350","36081068300","other",3,"no"
"5351","36081068700","collection",1,"no"
"5352","36081068700","household",1,"no"
"5353","36081068700","other",1,"no"
"5354","36081068700","parking",1,"no"
"5355","36081069000","other",1,"no"
"5356","36081069000","parking",1,"no"
"5357","36081069300","noise",1,"no"
"5358","36081069300","parking",4,"no"
"5359","36081069400","noise",2,"no"
"5360","36081069400","other",8,"no"
"5361","36081069400","parking",3,"no"
"5362","36081069500","noise",1,"no"
"5363","36081069500","other",3,"no"
"5364","36081069701","household",1,"no"
"5365","36081069701","other",1,"no"
"5366","36081069701","parking",6,"no"
"5367","36081069702","other",1,"no"
"5368","36081069702","parking",3,"no"
"5369","36081070300","collection",2,"no"
"5370","36081070300","other",2,"no"
"5371","36081070700","other",1,"no"
"5372","36081070900","collection",1,"no"
"5373","36081070900","noise",1,"no"
"5374","36081070900","other",2,"no"
"5375","36081070900","parking",4,"no"
"5376","36081071100","collection",1,"no"
"5377","36081071100","other",2,"no"
"5378","36081071100","parking",3,"no"
"5379","36081071303","other",6,"no"
"5380","36081071303","parking",1,"no"
"5381","36081071304","household",1,"no"
"5382","36081071304","noise",5,"no"
"5383","36081071304","other",1,"no"
"5384","36081071305","noise",6,"no"
"5385","36081071305","other",3,"no"
"5386","36081071306","collection",3,"no"
"5387","36081071306","noise",1,"no"
"5388","36081071306","other",5,"no"
"5389","36081071306","parking",3,"no"
"5390","36081071701","household",6,"no"
"5391","36081071701","noise",1,"no"
"5392","36081071701","other",4,"no"
"5393","36081071701","parking",4,"no"
"5394","36081071702","other",1,"no"
"5395","36081071702","parking",2,"no"
"5396","36081071900","household",5,"no"
"5397","36081071900","parking",8,"no"
"5398","36081072100","household",1,"no"
"5399","36081072100","noise",2,"no"
"5400","36081072100","other",4,"no"
"5401","36081072100","parking",4,"no"
"5402","36081072300","other",2,"no"
"5403","36081072900","other",3,"no"
"5404","36081073100","collection",1,"no"
"5405","36081073100","parking",1,"no"
"5406","36081073700","other",1,"no"
"5407","36081073700","parking",1,"no"
"5408","36081073900","collection",2,"no"
"5409","36081073900","noise",2,"no"
"5410","36081073900","other",1,"no"
"5411","36081074300","household",2,"no"
"5412","36081074500","household",7,"no"
"5413","36081074500","noise",4,"no"
"5414","36081074500","other",3,"no"
"5415","36081074700","noise",6,"no"
"5416","36081074700","other",4,"no"
"5417","36081074900","collection",1,"no"
"5418","36081074900","other",1,"no"
"5419","36081075701","noise",1,"no"
"5420","36081075701","other",4,"no"
"5421","36081075702","collection",1,"no"
"5422","36081075702","parking",1,"no"
"5423","36081076901","household",8,"no"
"5424","36081076901","noise",1,"no"
"5425","36081076901","other",6,"no"
"5426","36081076902","other",1,"no"
"5427","36081077500","noise",2,"no"
"5428","36081077500","other",5,"no"
"5429","36081077500","parking",1,"no"
"5430","36081077902","collection",4,"no"
"5431","36081077902","other",5,"no"
"5432","36081077903","other",2,"no"
"5433","36081077904","collection",1,"no"
"5434","36081077904","other",4,"no"
"5435","36081077905","noise",1,"no"
"5436","36081077905","other",1,"no"
"5437","36081077906","collection",2,"no"
"5438","36081077906","noise",1,"no"
"5439","36081077906","other",4,"no"
"5440","36081077907","collection",1,"no"
"5441","36081077907","noise",1,"no"
"5442","36081077907","other",3,"no"
"5443","36081077908","collection",1,"no"
"5444","36081077908","noise",1,"no"
"5445","36081077908","other",4,"no"
"5446","36081078800","other",1,"no"
"5447","36081078800","parking",1,"no"
"5448","36081079000","collection",1,"no"
"5449","36081079000","noise",7,"no"
"5450","36081079000","other",1,"no"
"5451","36081079200","other",5,"no"
"5452","36081079200","parking",2,"no"
"5453","36081079702","other",1,"no"
"5454","36081079702","parking",1,"no"
"5455","36081079900","collection",2,"no"
"5456","36081079900","other",4,"no"
"5457","36081079900","parking",4,"no"
"5458","36081080301","other",3,"no"
"5459","36081080301","parking",5,"no"
"5460","36081080302","noise",2,"no"
"5461","36081080302","other",6,"no"
"5462","36081080302","parking",6,"no"
"5463","36081080900","collection",3,"no"
"5464","36081080900","noise",2,"no"
"5465","36081080900","other",1,"no"
"5466","36081080900","parking",1,"no"
"5467","36081081400","collection",11,"no"
"5468","36081081400","noise",1,"no"
"5469","36081081400","other",9,"no"
"5470","36081081400","parking",4,"no"
"5471","36081081800","collection",3,"no"
"5472","36081081800","household",4,"no"
"5473","36081081800","other",5,"no"
"5474","36081081800","parking",2,"no"
"5475","36081083700","collection",2,"no"
"5476","36081083700","noise",1,"no"
"5477","36081083700","other",8,"no"
"5478","36081083700","parking",5,"no"
"5479","36081083800","collection",9,"no"
"5480","36081083800","noise",1,"no"
"5481","36081083800","other",14,"no"
"5482","36081084000","collection",2,"no"
"5483","36081084000","household",1,"no"
"5484","36081084000","noise",11,"no"
"5485","36081084000","other",10,"no"
"5486","36081084000","parking",1,"no"
"5487","36081084500","other",1,"no"
"5488","36081084500","parking",3,"no"
"5489","36081084601","collection",5,"no"
"5490","36081084601","other",6,"no"
"5491","36081084601","parking",2,"no"
"5492","36081084602","collection",4,"no"
"5493","36081084602","other",2,"no"
"5494","36081084900","collection",1,"no"
"5495","36081084900","noise",1,"no"
"5496","36081084900","other",3,"no"
"5497","36081084900","parking",2,"no"
"5498","36081085300","other",2,"no"
"5499","36081085500","other",3,"no"
"5500","36081085500","parking",2,"no"
"5501","36081085700","collection",2,"no"
"5502","36081085700","noise",3,"no"
"5503","36081085700","other",11,"no"
"5504","36081085700","parking",2,"no"
"5505","36081085900","noise",2,"no"
"5506","36081085900","other",1,"no"
"5507","36081085900","parking",1,"no"
"5508","36081086100","noise",2,"no"
"5509","36081086300","collection",1,"no"
"5510","36081086300","household",3,"no"
"5511","36081086300","noise",1,"no"
"5512","36081086300","other",4,"no"
"5513","36081086400","collection",7,"no"
"5514","36081086400","noise",3,"no"
"5515","36081086400","other",8,"no"
"5516","36081086400","parking",1,"no"
"5517","36081086500","household",3,"no"
"5518","36081086500","other",2,"no"
"5519","36081086500","parking",1,"no"
"5520","36081086900","noise",1,"no"
"5521","36081086900","other",3,"no"
"5522","36081087100","noise",1,"no"
"5523","36081087100","other",12,"no"
"5524","36081087100","parking",1,"no"
"5525","36081088400","collection",25,"no"
"5526","36081088400","other",14,"no"
"5527","36081088901","collection",2,"no"
"5528","36081088901","noise",6,"no"
"5529","36081088901","other",9,"no"
"5530","36081089200","collection",29,"no"
"5531","36081089200","household",1,"no"
"5532","36081089200","noise",6,"no"
"5533","36081089200","other",13,"no"
"5534","36081089200","parking",1,"no"
"5535","36081090700","household",1,"no"
"5536","36081090700","other",2,"no"
"5537","36081090700","parking",4,"no"
"5538","36081091900","collection",1,"no"
"5539","36081091900","noise",2,"no"
"5540","36081091900","other",2,"no"
"5541","36081091900","parking",8,"no"
"5542","36081092200","other",3,"no"
"5543","36081092500","collection",1,"no"
"5544","36081092500","noise",7,"no"
"5545","36081092500","other",5,"no"
"5546","36081092500","parking",2,"no"
"5547","36081092800","collection",2,"no"
"5548","36081092800","other",3,"no"
"5549","36081092900","collection",2,"no"
"5550","36081092900","noise",3,"no"
"5551","36081092900","other",8,"no"
"5552","36081092900","parking",1,"no"
"5553","36081093401","other",3,"no"
"5554","36081093401","parking",2,"no"
"5555","36081093402","collection",1,"no"
"5556","36081093402","household",3,"no"
"5557","36081093402","other",1,"no"
"5558","36081093402","parking",2,"no"
"5559","36081093800","household",14,"no"
"5560","36081093800","noise",1,"no"
"5561","36081093800","other",6,"no"
"5562","36081093800","parking",1,"no"
"5563","36081093900","collection",1,"no"
"5564","36081093900","other",5,"no"
"5565","36081093900","parking",2,"no"
"5566","36081094201","collection",2,"no"
"5567","36081094201","noise",3,"no"
"5568","36081094201","parking",4,"no"
"5569","36081094202","collection",1,"no"
"5570","36081094202","noise",2,"no"
"5571","36081094202","other",11,"no"
"5572","36081094202","parking",3,"no"
"5573","36081094203","noise",1,"no"
"5574","36081094203","other",7,"no"
"5575","36081094203","parking",1,"no"
"5576","36081094500","collection",3,"no"
"5577","36081094500","other",9,"no"
"5578","36081094700","collection",1,"no"
"5579","36081094700","noise",5,"no"
"5580","36081094700","other",4,"no"
"5581","36081094700","parking",7,"no"
"5582","36081095400","collection",1,"no"
"5583","36081095400","household",3,"no"
"5584","36081095400","noise",1,"no"
"5585","36081095400","other",4,"no"
"5586","36081095400","parking",3,"no"
"5587","36081096400","collection",1,"no"
"5588","36081096400","household",1,"no"
"5589","36081096400","noise",2,"no"
"5590","36081096400","other",3,"no"
"5591","36081096400","parking",2,"no"
"5592","36081097202","noise",1,"no"
"5593","36081097203","noise",1,"no"
"5594","36081097203","other",4,"no"
"5595","36081097204","noise",1,"no"
"5596","36081097300","collection",4,"no"
"5597","36081097300","noise",1,"no"
"5598","36081097300","other",1,"no"
"5599","36081098100","other",3,"no"
"5600","36081098700","collection",2,"no"
"5601","36081098700","noise",1,"no"
"5602","36081098700","other",6,"no"
"5603","36081098700","parking",3,"no"
"5604","36081099100","collection",2,"no"
"5605","36081099100","noise",1,"no"
"5606","36081099100","other",1,"no"
"5607","36081099100","parking",2,"no"
"5608","36081099200","household",4,"no"
"5609","36081099200","noise",3,"no"
"5610","36081099200","other",8,"no"
"5611","36081099701","noise",6,"no"
"5612","36081099701","other",1,"no"
"5613","36081099701","parking",1,"no"
"5614","36081099703","parking",2,"no"
"5615","36081099704","collection",1,"no"
"5616","36081099705","other",4,"no"
"5617","36081099801","household",1,"no"
"5618","36081099801","other",8,"no"
"5619","36081099801","parking",2,"no"
"5620","36081099802","noise",1,"no"
"5621","36081100801","collection",1,"no"
"5622","36081100801","household",1,"no"
"5623","36081100801","other",1,"no"
"5624","36081100802","household",3,"no"
"5625","36081100802","other",1,"no"
"5626","36081100802","parking",3,"no"
"5627","36081101001","parking",1,"no"
"5628","36081101002","household",1,"no"
"5629","36081101002","noise",1,"no"
"5630","36081101002","other",4,"no"
"5631","36081101002","parking",2,"no"
"5632","36081101700","collection",3,"no"
"5633","36081101700","other",8,"no"
"5634","36081101700","parking",2,"no"
"5635","36081102900","noise",2,"no"
"5636","36081102900","other",1,"no"
"5637","36081102900","parking",1,"no"
"5638","36081103201","household",11,"no"
"5639","36081103201","noise",7,"no"
"5640","36081103201","other",11,"no"
"5641","36081103202","household",1,"no"
"5642","36081103202","other",7,"no"
"5643","36081103202","parking",1,"no"
"5644","36081103300","collection",4,"no"
"5645","36081103300","other",5,"no"
"5646","36081103900","collection",6,"no"
"5647","36081103900","other",10,"no"
"5648","36081103900","parking",3,"no"
"5649","36081104700","collection",3,"no"
"5650","36081104700","noise",3,"no"
"5651","36081104700","other",10,"no"
"5652","36081104700","parking",2,"no"
"5653","36081105900","collection",4,"no"
"5654","36081105900","noise",1,"no"
"5655","36081105900","other",2,"no"
"5656","36081107201","other",4,"no"
"5657","36081108500","collection",2,"no"
"5658","36081108500","parking",2,"no"
"5659","36081109300","collection",5,"no"
"5660","36081109300","other",6,"no"
"5661","36081109700","collection",6,"no"
"5662","36081109700","other",3,"no"
"5663","36081109900","collection",1,"no"
"5664","36081109900","noise",1,"no"
"5665","36081109900","other",1,"no"
"5666","36081111300","collection",10,"no"
"5667","36081111300","other",4,"no"
"5668","36081111300","parking",1,"no"
"5669","36081112300","collection",11,"no"
"5670","36081112300","other",1,"no"
"5671","36081112300","parking",2,"no"
"5672","36081112900","collection",2,"no"
"5673","36081112900","other",2,"no"
"5674","36081113300","collection",1,"no"
"5675","36081113900","collection",20,"no"
"5676","36081113900","other",1,"no"
"5677","36081113900","parking",1,"no"
"5678","36081114100","collection",3,"no"
"5679","36081114100","other",1,"no"
"5680","36081114100","parking",1,"no"
"5681","36081114700","collection",1,"no"
"5682","36081114700","other",1,"no"
"5683","36081115100","other",1,"no"
"5684","36081115500","collection",2,"no"
"5685","36081115500","noise",1,"no"
"5686","36081115500","other",1,"no"
"5687","36081115700","collection",3,"no"
"5688","36081115700","other",1,"no"
"5689","36081115900","collection",1,"no"
"5690","36081115900","other",2,"no"
"5691","36081115900","parking",1,"no"
"5692","36081116300","collection",1,"no"
"5693","36081116300","household",5,"no"
"5694","36081116300","noise",6,"no"
"5695","36081116300","other",4,"no"
"5696","36081116300","parking",2,"no"
"5697","36081116700","other",2,"no"
"5698","36081116700","parking",7,"no"
"5699","36081117100","collection",3,"no"
"5700","36081117100","other",1,"no"
"5701","36081117100","parking",4,"no"
"5702","36081117500","collection",2,"no"
"5703","36081117500","other",5,"no"
"5704","36081117500","parking",6,"no"
"5705","36081118100","collection",8,"no"
"5706","36081118100","other",2,"no"
"5707","36081118100","parking",3,"no"
"5708","36081118500","other",1,"no"
"5709","36081118700","collection",1,"no"
"5710","36081118700","other",1,"no"
"5711","36081118700","parking",1,"no"
"5712","36081118900","parking",2,"no"
"5713","36081119100","noise",1,"no"
"5714","36081119300","collection",2,"no"
"5715","36081119300","noise",1,"no"
"5716","36081119300","parking",1,"no"
"5717","36081119500","collection",1,"no"
"5718","36081119500","noise",1,"no"
"5719","36081119500","other",2,"no"
"5720","36081119900","parking",1,"no"
"5721","36081120100","collection",2,"no"
"5722","36081120100","noise",1,"no"
"5723","36081120100","other",4,"no"
"5724","36081120300","noise",1,"no"
"5725","36081120300","other",1,"no"
"5726","36081120500","noise",1,"no"
"5727","36081120500","other",4,"no"
"5728","36081120500","parking",7,"no"
"5729","36081120700","collection",1,"no"
"5730","36081120700","other",4,"no"
"5731","36081120700","parking",1,"no"
"5732","36081121500","collection",2,"no"
"5733","36081121500","other",5,"no"
"5734","36081121500","parking",5,"no"
"5735","36081122300","collection",3,"no"
"5736","36081122300","other",4,"no"
"5737","36081122701","collection",2,"no"
"5738","36081122701","household",2,"no"
"5739","36081122701","other",15,"no"
"5740","36081122701","parking",7,"no"
"5741","36081122702","noise",5,"no"
"5742","36081124100","collection",3,"no"
"5743","36081124100","noise",2,"no"
"5744","36081124100","other",2,"no"
"5745","36081124100","parking",2,"no"
"5746","36081124700","collection",2,"no"
"5747","36081124700","other",1,"no"
"5748","36081124700","parking",1,"no"
"5749","36081125700","collection",2,"no"
"5750","36081125700","other",12,"no"
"5751","36081125700","parking",6,"no"
"5752","36081126500","other",10,"no"
"5753","36081126700","collection",1,"no"
"5754","36081126700","other",4,"no"
"5755","36081126700","parking",1,"no"
"5756","36081127700","collection",2,"no"
"5757","36081127700","noise",2,"no"
"5758","36081127700","other",5,"no"
"5759","36081127700","parking",1,"no"
"5760","36081129102","collection",8,"no"
"5761","36081129102","noise",8,"no"
"5762","36081129102","other",7,"no"
"5763","36081129103","collection",1,"no"
"5764","36081129103","noise",1,"no"
"5765","36081129103","other",2,"no"
"5766","36081129103","parking",1,"no"
"5767","36081129104","collection",4,"no"
"5768","36081129104","other",1,"no"
"5769","36081129104","parking",1,"no"
"5770","36081130100","noise",1,"no"
"5771","36081130100","other",2,"no"
"5772","36081130100","parking",1,"no"
"5773","36081133300","collection",1,"no"
"5774","36081133300","noise",3,"no"
"5775","36081133300","other",10,"no"
"5776","36081133900","collection",3,"no"
"5777","36081133900","other",5,"no"
"5778","36081133900","parking",2,"no"
