"","complaint.category","Total Population","Census Measure","decile"
"797","other",3647,"educ_decile",7
"798","household",6204,"educ_decile",6
"799","household",1219,"educ_decile",3
"800","household",7815,"educ_decile",2
"801","household",10362,"educ_decile",5
"802","household",3685,"educ_decile",1
"803","household",2814,"educ_decile",1
"804","household",3044,"educ_decile",4
"805","other",5112,"educ_decile",9
"806","other",3273,"educ_decile",2
"807","other",1199,"educ_decile",9
"808","household",6645,"educ_decile",10
"809","collection",3897,"educ_decile",4
"810","collection",3935,"educ_decile",8
"811","household",1880,"educ_decile",7
"812","collection",3935,"educ_decile",8
"813","collection",5962,"educ_decile",3
"814","parking",2831,"educ_decile",9
"815","other",12421,"educ_decile",5
"816","household",2916,"educ_decile",2
"817","household",4327,"educ_decile",7
"818","other",2870,"educ_decile",8
"819","household",2814,"educ_decile",1
"820","collection",6157,"educ_decile",7
"821","other",4327,"educ_decile",7
"822","other",1668,"educ_decile",8
"823","household",1219,"educ_decile",3
"824","other",5580,"educ_decile",6
"825","parking",10087,"educ_decile",10
"826","other",4113,"educ_decile",10
"827","household",9048,"educ_decile",8
"828","household",2814,"educ_decile",1
"829","household",2303,"educ_decile",3
"830","household",4725,"educ_decile",7
"831","household",4893,"educ_decile",4
"832","parking",3573,"educ_decile",5
"833","other",3333,"educ_decile",2
"834","other",4984,"educ_decile",10
"835","other",3935,"educ_decile",5
"836","household",5928,"educ_decile",2
"837","household",1934,"educ_decile",5
"838","household",5313,"educ_decile",1
"839","household",7061,"educ_decile",10
"840","noise",6146,"educ_decile",4
"841","household",3587,"educ_decile",4
"842","parking",4292,"educ_decile",8
"843","household",2880,"educ_decile",5
"844","other",2816,"educ_decile",5
"845","household",12506,"educ_decile",3
"846","household",6843,"educ_decile",6
"847","household",4327,"educ_decile",7
"848","household",3435,"educ_decile",4
"849","household",5557,"educ_decile",5
"850","other",2880,"educ_decile",5
"851","parking",5380,"educ_decile",2
"852","household",5303,"educ_decile",1
"853","other",3949,"educ_decile",8
"854","other",8269,"educ_decile",3
"855","other",6828,"educ_decile",2
"856","parking",4090,"educ_decile",9
"857","parking",2247,"educ_decile",3
"858","collection",8721,"educ_decile",6
"859","household",6033,"educ_decile",2
"860","other",4198,"educ_decile",9
"861","noise",8575,"educ_decile",4
"862","household",5303,"educ_decile",1
"863","other",2201,"educ_decile",9
"864","collection",6506,"educ_decile",4
"865","parking",2270,"educ_decile",6
"866","other",5081,"educ_decile",8
"867","other",6250,"educ_decile",10
"868","household",7061,"educ_decile",10
"869","other",7749,"educ_decile",6
"870","household",3099,"educ_decile",2
"871","household",6014,"educ_decile",7
"872","parking",4971,"educ_decile",9
"873","other",5855,"educ_decile",4
"874","other",4893,"educ_decile",4
"875","other",2763,"educ_decile",9
"876","other",5263,"educ_decile",9
"877","other",5628,"educ_decile",3
"878","collection",6506,"educ_decile",4
"879","collection",4764,"educ_decile",4
"880","collection",2939,"educ_decile",4
"881","collection",4671,"educ_decile",4
"882","household",4164,"educ_decile",3
"883","household",8758,"educ_decile",3
"884","household",5231,"educ_decile",2
"885","other",3024,"educ_decile",9
"886","other",9388,"educ_decile",10
"887","other",6108,"educ_decile",7
"888","household",8758,"educ_decile",3
"889","household",2916,"educ_decile",2
"890","household",6843,"educ_decile",6
"891","other",3922,"educ_decile",7
"892","household",11107,"educ_decile",5
"893","household",4882,"educ_decile",9
"894","other",4655,"educ_decile",7
"895","household",2335,"educ_decile",7
"896","other",2916,"educ_decile",2
"897","household",5618,"educ_decile",1
"898","other",6843,"educ_decile",6
"899","other",2142,"educ_decile",3
"900","other",3262,"educ_decile",5
"901","household",6828,"educ_decile",2
"902","other",2416,"educ_decile",5
"903","other",2601,"educ_decile",10
"904","other",5541,"educ_decile",1
"905","other",6196,"educ_decile",5
"906","household",2735,"educ_decile",5
"907","other",5382,"educ_decile",9
"908","other",4893,"educ_decile",4
"909","other",3036,"educ_decile",5
"910","household",4919,"educ_decile",7
"911","household",4360,"educ_decile",5
"912","household",5313,"educ_decile",1
"913","other",6000,"educ_decile",1
"914","other",3486,"educ_decile",3
"915","noise",6250,"educ_decile",10
"916","other",4122,"educ_decile",8
"917","collection",8721,"educ_decile",6
"918","collection",8320,"educ_decile",7
"919","other",2645,"educ_decile",8
"920","parking",3255,"educ_decile",6
"921","other",8346,"educ_decile",2
"922","collection",12973,"educ_decile",5
"923","other",4978,"educ_decile",5
"924","other",4599,"educ_decile",4
"925","household",5928,"educ_decile",2
"926","other",3047,"educ_decile",8
"927","household",9865,"educ_decile",10
"928","other",8403,"educ_decile",9
"929","parking",2326,"educ_decile",9
"930","household",6102,"educ_decile",2
"931","other",3478,"educ_decile",10
"932","household",10362,"educ_decile",5
"933","parking",2592,"educ_decile",8
"934","other",2561,"educ_decile",2
"935","other",2362,"educ_decile",5
"936","household",6000,"educ_decile",1
"937","other",3310,"educ_decile",6
"938","other",3614,"educ_decile",9
"939","other",4542,"educ_decile",4
"940","household",5928,"educ_decile",2
"941","other",3065,"educ_decile",8
"942","other",8033,"educ_decile",4
"943","collection",793,"educ_decile",3
"944","collection",9024,"educ_decile",10
"945","other",6146,"educ_decile",4
"946","household",5618,"educ_decile",1
"947","other",5231,"educ_decile",2
"948","household",2880,"educ_decile",5
"949","household",5313,"educ_decile",1
"950","household",6014,"educ_decile",7
"951","household",5231,"educ_decile",2
"952","household",6000,"educ_decile",1
"953","household",3298,"educ_decile",1
"954","other",7749,"educ_decile",6
"955","household",6569,"educ_decile",5
"956","other",2709,"educ_decile",6
"957","other",4919,"educ_decile",7
"958","other",4197,"educ_decile",5
"959","other",6469,"educ_decile",1
"960","other",1453,"educ_decile",5
"961","other",13614,"educ_decile",10
"962","household",3954,"educ_decile",1
"963","other",4958,"educ_decile",1
"964","other",4393,"educ_decile",2
"965","household",1073,"educ_decile",7
"966","household",1761,"educ_decile",3
"967","other",8670,"educ_decile",4
"968","other",2303,"educ_decile",3
"969","collection",2363,"educ_decile",8
"970","collection",6506,"educ_decile",4
"971","other",2709,"educ_decile",6
"972","parking",3749,"educ_decile",3
"973","other",6108,"educ_decile",7
"974","other",3685,"educ_decile",1
"975","household",7749,"educ_decile",6
"976","other",3262,"educ_decile",5
"977","other",4060,"educ_decile",3
"978","household",3533,"educ_decile",3
"979","other",6108,"educ_decile",7
"980","noise",4124,"educ_decile",9
"981","household",2698,"educ_decile",2
"982","other",2750,"educ_decile",9
"983","other",5580,"educ_decile",6
"984","other",3768,"educ_decile",2
"985","household",9865,"educ_decile",10
"986","household",7408,"educ_decile",4
"987","household",2916,"educ_decile",2
"988","household",5928,"educ_decile",2
"989","household",7061,"educ_decile",10
"990","collection",6291,"educ_decile",10
"991","parking",10324,"educ_decile",4
"992","other",1841,"educ_decile",7
"993","other",3733,"educ_decile",9
"994","other",2142,"educ_decile",3
"995","other",3828,"educ_decile",5
"996","other",5792,"educ_decile",4
"997","household",4919,"educ_decile",7
"998","collection",2487,"educ_decile",7
"999","other",1636,"educ_decile",5
"1000","household",5311,"educ_decile",2
"1001","collection",5694,"educ_decile",5
"1002","household",6171,"educ_decile",4
"1003","household",7059,"educ_decile",8
"1004","other",1822,"educ_decile",5
"1005","household",5928,"educ_decile",2
"1006","household",6843,"educ_decile",6
"1007","household",8758,"educ_decile",3
"1008","household",2303,"educ_decile",3
"1009","other",1880,"educ_decile",7
"1010","household",4835,"educ_decile",9
"1011","other",3310,"educ_decile",6
"1012","other",2814,"educ_decile",1
"1013","household",7398,"educ_decile",6
"1014","noise",4700,"educ_decile",1
"1015","household",3044,"educ_decile",4
"1016","other",1720,"educ_decile",7
"1017","other",3053,"educ_decile",9
"1018","other",2302,"educ_decile",3
"1019","parking",3632,"educ_decile",3
"1020","other",6108,"educ_decile",7
"1021","household",5618,"educ_decile",1
"1022","collection",2051,"educ_decile",8
"1023","other",3049,"educ_decile",1
"1024","noise",3502,"educ_decile",8
"1025","household",5231,"educ_decile",2
"1026","parking",1880,"educ_decile",7
"1027","other",2313,"educ_decile",4
"1028","other",4327,"educ_decile",7
"1029","other",3587,"educ_decile",4
"1030","other",4537,"educ_decile",4
"1031","collection",3260,"educ_decile",6
"1032","collection",4334,"educ_decile",5
"1033","household",6843,"educ_decile",6
"1034","other",2645,"educ_decile",8
"1035","collection",3260,"educ_decile",6
"1036","other",7906,"educ_decile",5
"1037","other",5628,"educ_decile",3
"1038","other",2602,"educ_decile",4
"1039","other",1199,"educ_decile",9
"1040","other",4605,"educ_decile",10
"1041","other",4725,"educ_decile",7
"1042","household",3961,"educ_decile",7
"1043","household",6103,"educ_decile",2
"1044","household",2512,"educ_decile",4
"1045","other",4708,"educ_decile",4
"1046","other",7061,"educ_decile",10
"1047","household",4375,"educ_decile",7
"1048","household",4921,"educ_decile",1
"1049","other",2922,"educ_decile",8
"1050","household",4919,"educ_decile",7
"1051","household",8758,"educ_decile",3
"1052","parking",5241,"educ_decile",5
"1053","household",6645,"educ_decile",10
"1054","other",3134,"educ_decile",6
"1055","household",2735,"educ_decile",5
"1056","other",3700,"educ_decile",6
"1057","other",3298,"educ_decile",1
"1058","household",3373,"educ_decile",7
"1059","other",0,"educ_decile",NA
"1060","household",5458,"educ_decile",7
"1061","household",5580,"educ_decile",6
"1062","other",4013,"educ_decile",6
"1063","household",2251,"educ_decile",3
"1064","household",3028,"educ_decile",7
"1065","noise",0,"educ_decile",NA
"1066","household",8092,"educ_decile",1
"1067","other",2814,"educ_decile",1
"1068","household",6645,"educ_decile",10
"1069","household",4878,"educ_decile",5
"1070","other",189,"educ_decile",10
"1071","other",2049,"educ_decile",7
"1072","household",6014,"educ_decile",7
"1073","other",3685,"educ_decile",1
"1074","parking",4013,"educ_decile",6
"1075","other",4021,"educ_decile",5
"1076","household",6204,"educ_decile",6
"1077","household",2916,"educ_decile",2
"1078","household",4708,"educ_decile",4
"1079","parking",3982,"educ_decile",5
"1080","other",8305,"educ_decile",6
"1081","other",8758,"educ_decile",3
"1082","household",5231,"educ_decile",2
"1083","collection",3024,"educ_decile",9
"1084","collection",2883,"educ_decile",9
"1085","other",2802,"educ_decile",8
"1086","household",8758,"educ_decile",3
"1087","household",6033,"educ_decile",2
"1088","household",9865,"educ_decile",10
"1089","household",3233,"educ_decile",4
"1090","household",2698,"educ_decile",2
"1091","other",8976,"educ_decile",10
"1092","other",2916,"educ_decile",2
"1093","household",4227,"educ_decile",10
"1094","household",1219,"educ_decile",3
"1095","other",5303,"educ_decile",1
"1096","other",5458,"educ_decile",7
"1097","other",5580,"educ_decile",6
"1098","collection",2870,"educ_decile",8
"1099","household",2916,"educ_decile",2
"1100","household",3587,"educ_decile",4
"1101","household",2303,"educ_decile",3
"1102","household",2303,"educ_decile",3
"1103","other",8997,"educ_decile",10
"1104","other",3211,"educ_decile",9
"1105","household",2880,"educ_decile",5
"1106","other",2317,"educ_decile",2
"1107","household",2390,"educ_decile",7
"1108","other",7644,"educ_decile",10
"1109","other",4542,"educ_decile",4
"1110","household",6000,"educ_decile",1
"1111","household",5582,"educ_decile",3
"1112","household",6540,"educ_decile",2
"1113","household",4919,"educ_decile",7
"1114","other",15377,"educ_decile",10
"1115","collection",3262,"educ_decile",5
"1116","other",1766,"educ_decile",1
"1117","other",2916,"educ_decile",2
"1118","other",2838,"educ_decile",4
"1119","other",5303,"educ_decile",1
"1120","household",7535,"educ_decile",1
"1121","household",6033,"educ_decile",2
"1122","household",5303,"educ_decile",1
"1123","household",5313,"educ_decile",1
"1124","household",7904,"educ_decile",8
"1125","other",3409,"educ_decile",10
"1126","other",1336,"educ_decile",1
"1127","other",6000,"educ_decile",1
"1128","other",8758,"educ_decile",3
"1129","household",6000,"educ_decile",1
"1130","other",5262,"educ_decile",10
"1131","collection",3869,"educ_decile",3
"1132","household",9865,"educ_decile",10
"1133","household",1073,"educ_decile",7
"1134","other",2922,"educ_decile",8
"1135","household",7408,"educ_decile",4
"1136","collection",2872,"educ_decile",8
"1137","other",4230,"educ_decile",6
"1138","other",5580,"educ_decile",6
"1139","collection",2559,"educ_decile",6
"1140","collection",4368,"educ_decile",3
"1141","other",1885,"educ_decile",5
"1142","other",3895,"educ_decile",3
"1143","other",3690,"educ_decile",6
"1144","other",3346,"educ_decile",5
"1145","household",5303,"educ_decile",1
"1146","other",3533,"educ_decile",3
"1147","other",7061,"educ_decile",10
"1148","household",5618,"educ_decile",1
"1149","other",4327,"educ_decile",7
"1150","other",3088,"educ_decile",1
"1151","collection",2064,"educ_decile",7
"1152","household",5618,"educ_decile",1
"1153","other",5293,"educ_decile",4
"1154","household",1934,"educ_decile",5
"1155","household",2573,"educ_decile",3
"1156","household",2814,"educ_decile",1
"1157","household",5792,"educ_decile",4
"1158","household",11107,"educ_decile",5
"1159","other",5076,"educ_decile",1
"1160","other",1605,"educ_decile",4
"1161","other",3546,"educ_decile",8
"1162","other",7906,"educ_decile",5
"1163","collection",2051,"educ_decile",8
"1164","other",6238,"educ_decile",7
"1165","collection",2768,"educ_decile",6
"1166","other",3103,"educ_decile",8
"1167","parking",4873,"educ_decile",10
"1168","other",9865,"educ_decile",10
"1169","other",7749,"educ_decile",6
"1170","other",2133,"educ_decile",5
"1171","collection",2051,"educ_decile",8
"1172","other",2602,"educ_decile",4
"1173","other",6529,"educ_decile",1
"1174","household",3587,"educ_decile",4
"1175","collection",3599,"educ_decile",7
"1176","collection",5644,"educ_decile",3
"1177","collection",2051,"educ_decile",8
"1178","other",2880,"educ_decile",5
"1179","other",2303,"educ_decile",3
"1180","other",5312,"educ_decile",2
"1181","collection",3935,"educ_decile",8
"1182","other",3185,"educ_decile",2
"1183","other",4855,"educ_decile",10
"1184","other",3466,"educ_decile",1
"1185","other",2814,"educ_decile",1
"1186","household",2573,"educ_decile",3
"1187","noise",5822,"educ_decile",7
"1188","other",6171,"educ_decile",4
"1189","household",3304,"educ_decile",4
"1190","other",9916,"educ_decile",5
"1191","household",5792,"educ_decile",4
"1192","household",5036,"educ_decile",1
"1193","other",3601,"educ_decile",3
"1194","other",3531,"educ_decile",10
"1195","collection",3897,"educ_decile",4
